block_number,timestamp,tx_count,gas_used,gas_limit
6,1768807327,0,0,30000000
7,1768807339,0,0,30000000
8,1768807351,134,3184220,30000000
9,1768807363,101,2400104,30000000
10,1768807376,0,0,30000000
11,1768807388,0,0,30000000
12,1768807400,134,3181272,30000000
13,1768807412,235,5582102,30000000
14,1768807426,101,2400104,30000000
15,1768807438,0,0,30000000
16,1768807450,0,0,30000000
17,1768807462,134,3181272,30000000
18,1768807475,250,5938538,30000000
19,1768807488,101,2400104,30000000
20,1768807501,0,0,30000000
21,1768807513,0,0,30000000
22,1768807525,0,0,30000000
23,1768807537,0,0,30000000
24,1768807549,11,261162,30000000
25,1768807561,11,261404,30000000
26,1768807573,0,0,30000000
27,1768807585,138,3276216,30000000
28,1768807598,239,5677134,30000000
29,1768807612,101,2400104,30000000
30,1768807624,0,0,30000000
31,1768807636,0,0,30000000
32,1768807648,0,0,30000000
33,1768807661,94,2231604,30000000
34,1768807673,138,3278284,30000000
35,1768807685,44,1045580,30000000
36,1768807698,0,0,30000000
37,1768807710,0,0,30000000
38,1768807722,0,0,30000000
39,1768807734,94,2231604,30000000
40,1768807746,58,1377174,30000000
41,1768807758,10,237640,30000000
42,1768807770,0,0,30000000
43,1768807782,101,2397882,30000000
44,1768807795,101,2400104,30000000
45,1768807807,9,213654,30000000
46,1768807819,19,451272,30000000
47,1768807831,6,142584,30000000
48,1768807843,73,1733130,30000000
49,1768807856,11,261238,30000000
50,1768807868,9,213654,30000000
51,1768807880,6,142452,30000000
52,1768807892,1,23764,30000000
53,1768807904,4,94968,30000000
54,1768807916,0,0,30000000
55,1768807928,0,0,30000000
56,1768807940,1,23742,30000000
57,1768807952,0,0,30000000
58,1768807964,27,641022,30000000
59,1768807976,2,47528,30000000
60,1768807988,0,0,30000000
61,1768808000,0,0,30000000
62,1768808012,2,47484,30000000
63,1768808024,0,0,30000000
64,1768808036,0,0,30000000
65,1768808048,0,0,30000000
66,1768808060,0,0,30000000
67,1768808072,0,0,30000000
68,1768808084,0,0,30000000
69,1768808096,0,0,30000000
70,1768808108,0,0,30000000
71,1768808120,0,0,30000000
6,1768807329,0,0,30000000
7,1768807341,0,0,30000000
8,1768807353,174,4134684,30000000
9,1768807367,46,1093108,30000000
10,1768807379,0,0,30000000
11,1768807391,0,0,30000000
12,1768807403,0,0,30000000
13,1768807415,46,1092096,30000000
14,1768807427,46,1093108,30000000
15,1768807439,0,0,30000000
16,1768807451,0,0,30000000
17,1768807463,0,0,30000000
18,1768807475,76,1804992,30000000
19,1768807488,46,1093108,30000000
20,1768807500,0,0,30000000
21,1768807512,0,0,30000000
22,1768807524,0,0,30000000
23,1768807536,0,0,30000000
24,1768807548,11,261138,30000000
