block_number,timestamp,tx_count,gas_used,gas_limit
6,1768489640,0,0,30000000
7,1768489652,6,142560,30000000
8,1768489664,38,903008,30000000
9,1768489676,34,807976,30000000
10,1768489688,11,261392,30000000
11,1768489700,8,190100,30000000
12,1768489712,2,47528,30000000
13,1768489724,2,47482,30000000
14,1768489736,6,142450,30000000
15,1768489748,11,261172,30000000
16,1768489760,24,569960,30000000
17,1768489773,25,593758,30000000
18,1768489785,28,664996,30000000
19,1768489797,30,712566,30000000
20,1768489809,25,593934,30000000
21,1768489821,19,451338,30000000
22,1768489833,14,332596,30000000
23,1768489845,10,237540,30000000
24,1768489857,12,285002,30000000
25,1768489869,9,213788,30000000
26,1768489881,8,189944,30000000
27,1768489893,17,403856,30000000
28,1768489905,25,593668,30000000
29,1768489917,19,451296,30000000
30,1768489929,28,665016,30000000
31,1768489941,26,617588,30000000
32,1768489953,19,451328,30000000
33,1768489965,23,546360,30000000
34,1768489977,11,261294,30000000
35,1768489989,13,308744,30000000
36,1768490002,19,451306,30000000
37,1768490014,12,285002,30000000
38,1768490026,23,546240,30000000
39,1768490038,20,474982,30000000
40,1768490050,17,403866,30000000
41,1768490062,25,593844,30000000
42,1768490074,16,380070,30000000
43,1768490086,14,332496,30000000
44,1768490098,24,570016,30000000
45,1768490110,16,380026,30000000
46,1768490122,11,261326,30000000
47,1768490134,18,427564,30000000
48,1768490146,16,380014,30000000
49,1768490158,13,308732,30000000
50,1768490170,18,427574,30000000
51,1768490182,17,403788,30000000
52,1768490194,16,380004,30000000
53,1768490206,20,475048,30000000
54,1768490218,18,427520,30000000
55,1768490230,16,380036,30000000
56,1768490242,17,403768,30000000
57,1768490254,19,451196,30000000
58,1768490266,17,403800,30000000
59,1768490278,20,474970,30000000
60,1768490291,14,332396,30000000
61,1768490303,18,427432,30000000
62,1768490315,16,379860,30000000
63,1768490327,19,451120,30000000
64,1768490339,7,166182,30000000
65,1768490351,0,0,30000000
66,1768490363,1,23742,30000000
6,1768489642,0,0,30000000
7,1768489654,13,308932,30000000
8,1768489666,50,1188128,30000000
9,1768489678,23,546548,30000000
10,1768489690,13,308932,30000000
11,1768489702,1,23764,30000000
12,1768489714,0,0,30000000
13,1768489726,2,47484,30000000
14,1768489738,9,213700,30000000
15,1768489751,15,356172,30000000
16,1768489763,23,546328,30000000
17,1768489775,29,688602,30000000
18,1768489787,23,546272,30000000
19,1768489799,26,617600,30000000
20,1768489811,30,712608,30000000
21,1768489823,18,427664,30000000
22,1768489835,11,261294,30000000
23,1768489847,9,213754,30000000
24,1768489859,16,380058,30000000
25,1768489871,11,261282,30000000
26,1768489883,14,332474,30000000
27,1768489895,16,380002,30000000
28,1768489907,18,427530,30000000
29,1768489919,17,403778,30000000
30,1768489931,15,356250,30000000
31,1768489943,21,498834,30000000
32,1768489955,25,593812,30000000
33,1768489967,14,332520,30000000
34,1768489979,25,593846,30000000
35,1768489992,10,237474,30000000
36,1768490004,17,403810,30000000
37,1768490016,17,403822,30000000
38,1768490028,18,427508,30000000
39,1768490040,15,356326,30000000
40,1768490052,25,593714,30000000
41,1768490064,13,308800,30000000
42,1768490076,22,522564,30000000
43,1768490088,18,427608,30000000
44,1768490100,14,332520,30000000
45,1768490112,12,284934,30000000
46,1768490124,16,380014,30000000
47,1768490136,23,546316,30000000
48,1768490148,20,475002,30000000
49,1768490160,19,451328,30000000
50,1768490172,14,332498,30000000
51,1768490184,15,356338,30000000
52,1768490196,18,427498,30000000
53,1768490208,21,498834,30000000
54,1768490220,14,332508,30000000
55,1768490232,20,474948,30000000
56,1768490244,9,213798,30000000
57,1768490256,20,474960,30000000
58,1768490268,20,474982,30000000
59,1768490280,18,427554,30000000
60,1768490293,21,498600,30000000
61,1768490305,19,451128,30000000
62,1768490317,18,427444,30000000
63,1768490329,12,284948,30000000
64,1768490341,8,189900,30000000
65,1768490353,5,118710,30000000
66,1768490365,2,47484,30000000
6,1768489644,0,0,30000000
7,1768489656,0,0,30000000
8,1768489668,11,261150,30000000
9,1768489680,49,1235942,30000000
10,1768489692,73,2350512,30000000
11,1768489705,82,3217922,30000000
12,1768489718,88,3651232,30000000
13,1768489731,80,3461628,30000000
14,1768489745,74,2883494,30000000
15,1768489758,51,1611016,30000000
16,1768489770,51,1611086,30000000
17,1768489782,41,1191600,30000000
18,1768489795,35,1267026,30000000
19,1768489807,34,1097906,30000000
20,1768489819,50,1731994,30000000
21,1768489832,60,2005780,30000000
22,1768489844,68,2450094,30000000
23,1768489857,62,2525374,30000000
24,1768489870,59,2236506,30000000
25,1768489883,64,2464252,30000000
26,1768489895,54,1827248,30000000
27,1768489908,47,1624712,30000000
28,1768489920,54,1972566,30000000
29,1768489933,50,1695748,30000000
30,1768489945,53,1803492,30000000
31,1768489958,53,1984942,30000000
32,1768489970,58,1958532,30000000
33,1768489983,59,2127370,30000000
34,1768489996,61,2283932,30000000
35,1768490008,59,2091220,30000000
36,1768490021,55,1996106,30000000
37,1768490033,61,2175108,30000000
38,1768490046,57,2152628,30000000
39,1768490059,45,1431900,30000000
40,1768490071,58,2176426,30000000
41,1768490084,60,2042262,30000000
42,1768490096,51,1864856,30000000
43,1768490109,59,2127402,30000000
44,1768490121,58,1922214,30000000
45,1768490134,45,1794984,30000000
46,1768490146,54,2045010,30000000
47,1768490159,55,1959948,30000000
48,1768490172,56,2019916,30000000
49,1768490184,54,1863518,30000000
50,1768490197,49,1744762,30000000
51,1768490209,52,1888732,30000000
52,1768490222,58,1994680,30000000
53,1768490234,64,2318900,30000000
54,1768490247,54,1936182,30000000
55,1768490260,60,2260180,30000000
56,1768490272,57,2043746,30000000
57,1768490285,66,2330188,30000000
58,1768490298,64,2391610,30000000
59,1768490310,58,1994942,30000000
60,1768490323,36,1363510,30000000
61,1768490335,23,727928,30000000
62,1768490347,8,298994,30000000
63,1768490360,3,71292,30000000
