block_number,timestamp,tx_count,gas_used,gas_limit
6,1768539116,0,0,30000000
7,1768539128,0,0,30000000
8,1768539140,13,308920,30000000
9,1768539152,26,617864,30000000
10,1768539164,51,1211928,30000000
11,1768539176,45,1069332,30000000
12,1768539189,31,736648,30000000
13,1768539201,32,760424,30000000
14,1768539213,35,831704,30000000
15,1768539225,36,855492,30000000
16,1768539237,27,641592,30000000
17,1768539249,26,617852,30000000
18,1768539261,21,499020,30000000
19,1768539273,22,522772,30000000
20,1768539285,20,475256,30000000
21,1768539297,13,308932,30000000
22,1768539309,15,356436,30000000
23,1768539321,14,332660,30000000
24,1768539334,11,261344,30000000
25,1768539346,8,190100,30000000
26,1768539358,7,166348,30000000
27,1768539370,5,118820,30000000
28,1768539382,8,190066,30000000
29,1768539394,6,142560,30000000
30,1768539406,3,71270,30000000
31,1768539418,3,71292,30000000
32,1768539430,2,47528,30000000
33,1768539442,9,213854,30000000
34,1768539454,5,118798,30000000
35,1768539466,6,142496,30000000
36,1768539478,4,95012,30000000
37,1768539490,6,142474,30000000
38,1768539502,6,142518,30000000
39,1768539514,5,118732,30000000
40,1768539526,6,142428,30000000
41,1768539538,7,166204,30000000
42,1768539550,5,118764,30000000
43,1768539562,6,142496,30000000
44,1768539574,6,142472,30000000
45,1768539586,6,142518,30000000
46,1768539598,8,189934,30000000
47,1768539610,13,308734,30000000
48,1768539622,6,142440,30000000
49,1768539634,15,356194,30000000
50,1768539646,13,308744,30000000
51,1768539658,18,427454,30000000
52,1768539671,17,403724,30000000
53,1768539683,17,403658,30000000
54,1768539695,17,403666,30000000
55,1768539707,25,593770,30000000
56,1768539719,13,308722,30000000
57,1768539731,11,261270,30000000
58,1768539743,26,617554,30000000
59,1768539755,21,498778,30000000
60,1768539767,18,427498,30000000
61,1768539779,25,593790,30000000
62,1768539791,21,498802,30000000
63,1768539803,20,474938,30000000
64,1768539815,28,664982,30000000
65,1768539828,22,522574,30000000
66,1768539840,22,522486,30000000
67,1768539852,26,617466,30000000
68,1768539864,24,570202,30000000
69,1768539876,27,641164,30000000
70,1768539888,25,593788,30000000
71,1768539900,25,593890,30000000
72,1768539912,25,593734,30000000
73,1768539924,22,522576,30000000
74,1768539936,21,498812,30000000
75,1768539948,24,570114,30000000
76,1768539960,20,474990,30000000
77,1768539973,17,403834,30000000
78,1768539985,25,593790,30000000
79,1768539997,25,593910,30000000
80,1768540009,29,688758,30000000
81,1768540021,11,261282,30000000
82,1768540033,16,380058,30000000
83,1768540045,16,380036,30000000
84,1768540057,18,427618,30000000
85,1768540069,18,427594,30000000
86,1768540081,16,380002,30000000
87,1768540093,9,213832,30000000
88,1768540105,19,451262,30000000
89,1768540117,15,356270,30000000
90,1768540129,8,189976,30000000
91,1768540141,9,213776,30000000
92,1768540153,11,261270,30000000
93,1768540166,18,427630,30000000
94,1768540178,22,522598,30000000
95,1768540190,18,427530,30000000
96,1768540202,18,427598,30000000
97,1768540214,10,237486,30000000
98,1768540226,12,285102,30000000
99,1768540238,9,213798,30000000
100,1768540250,12,285058,30000000
101,1768540262,11,261260,30000000
102,1768540274,8,190012,30000000
103,1768540286,10,237540,30000000
104,1768540298,13,308798,30000000
105,1768540310,20,475058,30000000
106,1768540322,13,308744,30000000
107,1768540334,13,308788,30000000
108,1768540346,15,356260,30000000
109,1768540358,16,380048,30000000
110,1768540370,12,285024,30000000
111,1768540383,16,379980,30000000
112,1768540395,12,284992,30000000
113,1768540407,10,237486,30000000
114,1768540419,19,451272,30000000
115,1768540431,17,403810,30000000
116,1768540443,14,332476,30000000
117,1768540455,20,474916,30000000
118,1768540467,20,475048,30000000
119,1768540479,20,475134,30000000
120,1768540491,13,308776,30000000
121,1768540503,16,379948,30000000
122,1768540515,21,498788,30000000
123,1768540527,22,522584,30000000
124,1768540539,15,356194,30000000
125,1768540551,20,475024,30000000
126,1768540563,14,332442,30000000
127,1768540576,15,356238,30000000
128,1768540588,21,498734,30000000
129,1768540600,29,688858,30000000
130,1768540612,26,617508,30000000
131,1768540624,23,546374,30000000
132,1768540636,11,261294,30000000
133,1768540648,18,427620,30000000
134,1768540660,19,451260,30000000
135,1768540672,14,332508,30000000
136,1768540684,21,498800,30000000
137,1768540696,16,380014,30000000
138,1768540708,11,261250,30000000
139,1768540720,21,498732,30000000
140,1768540732,15,356270,30000000
141,1768540744,15,356282,30000000
142,1768540757,17,403800,30000000
143,1768540769,13,308778,30000000
144,1768540781,20,475100,30000000
145,1768540793,19,451372,30000000
146,1768540805,20,475060,30000000
147,1768540817,18,427608,30000000
148,1768540829,21,498856,30000000
149,1768540841,13,308756,30000000
150,1768540853,17,403788,30000000
151,1768540865,14,332596,30000000
152,1768540877,19,451316,30000000
153,1768540889,13,308734,30000000
154,1768540901,15,356270,30000000
155,1768540913,13,308700,30000000
156,1768540925,15,356326,30000000
157,1768540937,15,356328,30000000
158,1768540950,16,380024,30000000
159,1768540962,15,356306,30000000
160,1768540974,14,332520,30000000
161,1768540986,10,237518,30000000
162,1768540998,15,356206,30000000
163,1768541010,13,308754,30000000
164,1768541022,20,474992,30000000
165,1768541034,15,356216,30000000
166,1768541046,18,427574,30000000
167,1768541058,17,403834,30000000
168,1768541070,16,380136,30000000
169,1768541082,17,403800,30000000
170,1768541094,20,475016,30000000
171,1768541106,15,356284,30000000
172,1768541118,12,285024,30000000
173,1768541130,16,380048,30000000
174,1768541143,20,475070,30000000
175,1768541155,14,332518,30000000
176,1768541167,14,332520,30000000
177,1768541179,12,285014,30000000
178,1768541191,16,379992,30000000
179,1768541203,12,284970,30000000
180,1768541215,20,475058,30000000
181,1768541227,14,332484,30000000
182,1768541239,23,546262,30000000
183,1768541251,17,403724,30000000
184,1768541263,22,522464,30000000
185,1768541275,25,593802,30000000
186,1768541287,24,570070,30000000
187,1768541299,12,285012,30000000
188,1768541311,16,380058,30000000
189,1768541323,19,451338,30000000
190,1768541336,16,380002,30000000
191,1768541348,16,380068,30000000
192,1768541360,22,522642,30000000
193,1768541372,18,427554,30000000
194,1768541384,16,379992,30000000
195,1768541396,25,593812,30000000
196,1768541408,16,380056,30000000
197,1768541420,16,380002,30000000
198,1768541432,15,356292,30000000
199,1768541444,19,451262,30000000
200,1768541456,16,380032,30000000
201,1768541468,14,332442,30000000
202,1768541480,20,475070,30000000
203,1768541492,17,403800,30000000
204,1768541504,17,403766,30000000
205,1768541517,20,475026,30000000
206,1768541529,15,356306,30000000
207,1768541541,13,308744,30000000
208,1768541553,17,403844,30000000
209,1768541565,19,451228,30000000
210,1768541577,16,380058,30000000
211,1768541589,25,593834,30000000
212,1768541601,15,356294,30000000
213,1768541613,18,427616,30000000
214,1768541625,11,261282,30000000
215,1768541637,17,403678,30000000
216,1768541649,12,285012,30000000
217,1768541661,17,403788,30000000
218,1768541673,23,546240,30000000
219,1768541685,18,427576,30000000
220,1768541698,17,403800,30000000
221,1768541710,15,356240,30000000
222,1768541722,22,522620,30000000
223,1768541734,15,356272,30000000
224,1768541746,11,261250,30000000
225,1768541758,15,356282,30000000
226,1768541770,11,261260,30000000
227,1768541782,21,498746,30000000
228,1768541794,17,403822,30000000
229,1768541806,20,474960,30000000
230,1768541818,12,285090,30000000
231,1768541830,24,570092,30000000
232,1768541842,20,475048,30000000
233,1768541854,15,356248,30000000
234,1768541866,16,380014,30000000
235,1768541878,15,356316,30000000
236,1768541891,20,475038,30000000
237,1768541903,14,332564,30000000
238,1768541915,27,641228,30000000
239,1768541927,10,237562,30000000
240,1768541939,13,308822,30000000
241,1768541951,15,356260,30000000
242,1768541963,13,308766,30000000
243,1768541975,23,546284,30000000
244,1768541987,16,380058,30000000
245,1768541999,18,427442,30000000
246,1768542011,15,356204,30000000
247,1768542023,19,451304,30000000
248,1768542035,15,356218,30000000
249,1768542047,21,498876,30000000
250,1768542059,15,356260,30000000
251,1768542071,22,522484,30000000
252,1768542084,16,380070,30000000
253,1768542096,17,403722,30000000
254,1768542108,13,308778,30000000
255,1768542120,20,474882,30000000
256,1768542132,20,474968,30000000
257,1768542144,19,451174,30000000
258,1768542156,11,261228,30000000
259,1768542168,22,522620,30000000
260,1768542180,20,474948,30000000
261,1768542192,22,522510,30000000
262,1768542204,18,427554,30000000
263,1768542216,19,451316,30000000
264,1768542228,16,380070,30000000
265,1768542240,10,237518,30000000
266,1768542252,11,261260,30000000
267,1768542264,23,546296,30000000
268,1768542277,14,332464,30000000
269,1768542289,12,285024,30000000
270,1768542301,21,498730,30000000
271,1768542313,15,356262,30000000
272,1768542325,16,380004,30000000
273,1768542337,15,356306,30000000
274,1768542349,15,356184,30000000
275,1768542361,18,427510,30000000
276,1768542373,16,379892,30000000
277,1768542385,15,356228,30000000
278,1768542397,11,261228,30000000
279,1768542409,13,308732,30000000
280,1768542421,13,308734,30000000
281,1768542433,21,498700,30000000
282,1768542445,16,379926,30000000
283,1768542457,26,617410,30000000
284,1768542469,14,332398,30000000
285,1768542482,15,356218,30000000
286,1768542494,24,569916,30000000
287,1768542506,16,379956,30000000
288,1768542518,20,475014,30000000
289,1768542530,18,427398,30000000
290,1768542542,14,332432,30000000
291,1768542554,18,427374,30000000
292,1768542566,19,451094,30000000
293,1768542578,24,569872,30000000
294,1768542590,22,522376,30000000
295,1768542602,24,569882,30000000
296,1768542614,21,498680,30000000
297,1768542626,26,617300,30000000
298,1768542638,21,498592,30000000
299,1768542651,18,427444,30000000
300,1768542663,20,474828,30000000
301,1768542675,19,451086,30000000
302,1768542687,19,451038,30000000
303,1768542699,6,142440,30000000
304,1768542711,6,142440,30000000
305,1768542723,2,47484,30000000
306,1768542735,0,0,30000000
6,1768539118,0,0,30000000
7,1768539130,0,0,30000000
8,1768539142,27,641604,30000000
9,1768539154,40,950524,30000000
10,1768539166,23,546524,30000000
11,1768539178,35,831692,30000000
12,1768539191,41,974276,30000000
13,1768539203,35,831692,30000000
14,1768539215,29,689132,30000000
15,1768539227,25,594088,30000000
16,1768539239,32,760436,30000000
17,1768539251,25,594064,30000000
18,1768539263,27,641592,30000000
19,1768539275,24,570312,30000000
20,1768539287,22,522760,30000000
21,1768539299,12,285132,30000000
22,1768539311,17,403964,30000000
23,1768539323,10,237606,30000000
24,1768539335,10,237640,30000000
25,1768539348,9,213840,30000000
26,1768539360,9,213864,30000000
27,1768539372,7,166326,30000000
28,1768539384,10,237574,30000000
29,1768539396,9,213820,30000000
30,1768539408,7,166314,30000000
31,1768539420,2,47528,30000000
32,1768539432,6,142572,30000000
33,1768539444,1,23764,30000000
34,1768539456,7,166260,30000000
35,1768539468,3,71226,30000000
36,1768539480,7,166304,30000000
37,1768539492,6,142484,30000000
38,1768539504,6,142484,30000000
39,1768539516,6,142484,30000000
40,1768539528,6,142550,30000000
41,1768539540,2,47484,30000000
42,1768539552,8,189946,30000000
43,1768539564,8,190002,30000000
44,1768539576,10,237530,30000000
45,1768539588,6,142518,30000000
46,1768539600,4,94990,30000000
47,1768539612,12,284914,30000000
48,1768539624,9,213720,30000000
49,1768539636,13,308654,30000000
50,1768539648,20,474926,30000000
51,1768539661,10,237440,30000000
52,1768539673,14,332452,30000000
53,1768539685,20,475080,30000000
54,1768539697,19,451196,30000000
55,1768539709,10,237516,30000000
56,1768539721,11,261216,30000000
57,1768539733,22,522432,30000000
58,1768539745,17,403766,30000000
59,1768539757,18,427408,30000000
60,1768539769,14,332520,30000000
61,1768539781,18,427464,30000000
62,1768539793,27,641206,30000000
63,1768539805,28,665026,30000000
64,1768539817,21,498656,30000000
65,1768539829,26,617510,30000000
66,1768539842,22,522554,30000000
67,1768539854,26,617622,30000000
68,1768539866,23,546296,30000000
69,1768539878,28,665058,30000000
70,1768539890,22,522532,30000000
71,1768539902,23,546240,30000000
72,1768539914,25,593864,30000000
73,1768539926,25,593846,30000000
74,1768539938,22,522576,30000000
75,1768539950,19,451350,30000000
76,1768539962,25,593842,30000000
77,1768539975,24,569904,30000000
78,1768539987,17,403756,30000000
79,1768539999,21,498856,30000000
80,1768540011,19,451250,30000000
81,1768540023,23,546406,30000000
82,1768540035,18,427628,30000000
83,1768540047,13,308808,30000000
84,1768540059,14,332552,30000000
85,1768540071,14,332552,30000000
86,1768540083,21,498866,30000000
87,1768540095,16,380070,30000000
88,1768540107,17,403778,30000000
89,1768540119,13,308798,30000000
90,1768540131,27,641382,30000000
91,1768540143,12,285068,30000000
92,1768540156,12,285012,30000000
93,1768540168,10,237562,30000000
94,1768540180,17,403832,30000000
95,1768540192,16,380078,30000000
96,1768540204,14,332574,30000000
97,1768540216,14,332486,30000000
98,1768540228,16,379936,30000000
99,1768540240,12,285024,30000000
100,1768540252,13,308742,30000000
101,1768540264,9,213766,30000000
102,1768540276,17,403764,30000000
103,1768540288,18,427452,30000000
104,1768540300,12,285024,30000000
105,1768540312,13,308744,30000000
106,1768540324,12,284922,30000000
107,1768540336,23,546350,30000000
108,1768540348,11,261292,30000000
109,1768540360,21,498790,30000000
110,1768540373,20,474982,30000000
111,1768540385,21,498690,30000000
112,1768540397,13,308742,30000000
113,1768540409,17,403778,30000000
114,1768540421,12,285046,30000000
115,1768540433,17,403744,30000000
116,1768540445,16,380036,30000000
117,1768540457,19,451240,30000000
118,1768540469,24,570094,30000000
119,1768540481,13,308722,30000000
120,1768540493,16,379992,30000000
121,1768540505,15,356284,30000000
122,1768540517,22,522574,30000000
123,1768540529,15,356206,30000000
124,1768540541,20,475000,30000000
125,1768540554,16,380048,30000000
126,1768540566,21,498856,30000000
127,1768540578,20,475092,30000000
128,1768540590,22,522510,30000000
129,1768540602,20,475046,30000000
130,1768540614,13,308788,30000000
131,1768540626,16,380002,30000000
132,1768540638,21,498756,30000000
133,1768540650,19,451306,30000000
134,1768540662,15,356260,30000000
135,1768540674,22,522530,30000000
136,1768540686,20,475124,30000000
137,1768540698,20,475058,30000000
138,1768540710,17,403812,30000000
139,1768540723,16,380022,30000000
140,1768540735,17,403812,30000000
141,1768540747,13,308732,30000000
142,1768540759,16,380058,30000000
143,1768540771,17,403800,30000000
144,1768540783,17,403776,30000000
145,1768540795,13,308798,30000000
146,1768540807,17,403722,30000000
147,1768540819,16,380024,30000000
148,1768540831,9,213732,30000000
149,1768540843,18,427482,30000000
150,1768540855,18,427530,30000000
151,1768540867,21,498766,30000000
152,1768540879,8,190024,30000000
153,1768540891,16,380068,30000000
154,1768540903,15,356348,30000000
155,1768540915,19,451382,30000000
156,1768540928,16,380112,30000000
157,1768540940,13,308766,30000000
158,1768540952,15,356272,30000000
159,1768540964,16,380004,30000000
160,1768540976,16,380024,30000000
161,1768540988,15,356328,30000000
162,1768541000,22,522500,30000000
163,1768541012,13,308710,30000000
164,1768541024,20,475016,30000000
165,1768541036,9,213810,30000000
166,1768541048,14,332464,30000000
167,1768541060,15,356272,30000000
168,1768541072,22,522500,30000000
169,1768541084,15,356218,30000000
170,1768541096,14,332596,30000000
171,1768541109,21,498756,30000000
172,1768541121,21,498800,30000000
173,1768541133,21,498844,30000000
174,1768541145,15,356228,30000000
175,1768541157,16,379980,30000000
176,1768541169,10,237496,30000000
177,1768541181,21,498754,30000000
178,1768541193,20,475004,30000000
179,1768541205,21,498832,30000000
180,1768541217,20,475058,30000000
181,1768541229,22,522518,30000000
182,1768541241,24,569936,30000000
183,1768541253,22,522632,30000000
184,1768541265,14,332574,30000000
185,1768541278,18,427584,30000000
186,1768541290,16,380024,30000000
187,1768541302,27,641328,30000000
188,1768541314,26,617476,30000000
189,1768541326,21,498844,30000000
190,1768541338,17,403820,30000000
