block_number,timestamp,tx_count,gas_used,gas_limit
6,1768811028,0,0,30000000
7,1768811040,0,0,30000000
8,1768811052,209,4966484,30000000
9,1768811069,73,1734712,30000000
10,1768811081,0,0,30000000
11,1768811093,0,0,30000000
12,1768811105,0,0,30000000
13,1768811117,0,0,30000000
14,1768811129,0,0,30000000
15,1768811141,0,0,30000000
16,1768811153,0,0,30000000
17,1768811165,2,47484,30000000
18,1768811177,120,2851560,30000000
19,1768811191,0,0,30000000
20,1768811203,202,4795692,30000000
21,1768811219,202,4800136,30000000
22,1768811234,0,0,30000000
23,1768811246,63,1495722,30000000
24,1768811258,63,1497108,30000000
25,1768811271,0,0,30000000
26,1768811283,202,4795692,30000000
27,1768811296,202,4800136,30000000
28,1768811309,62,1471980,30000000
29,1768811321,62,1473344,30000000
30,1768811334,0,0,30000000
31,1768811346,0,0,30000000
32,1768811358,0,0,30000000
33,1768811370,217,5151822,30000000
34,1768811385,243,5773828,30000000
35,1768811399,26,617804,30000000
36,1768811411,0,0,30000000
37,1768811423,0,0,30000000
38,1768811435,33,783462,30000000
39,1768811447,127,3015828,30000000
40,1768811460,94,2233708,30000000
41,1768811473,0,0,30000000
42,1768811485,0,0,30000000
43,1768811497,0,0,30000000
44,1768811509,0,0,30000000
45,1768811521,0,0,30000000
46,1768811533,33,783462,30000000
47,1768811545,13,308756,30000000
48,1768811557,4,95056,30000000
49,1768811569,0,0,30000000
50,1768811581,0,0,30000000
51,1768811593,86,2041704,30000000
52,1768811605,27,641568,30000000
53,1768811618,0,0,30000000
54,1768811630,97,2302890,30000000
55,1768811642,99,2352496,30000000
56,1768811655,2,47516,30000000
57,1768811667,0,0,30000000
58,1768811679,79,1875522,30000000
59,1768811691,82,1948486,30000000
60,1768811704,5,118764,30000000
61,1768811716,2,47516,30000000
62,1768811728,0,0,30000000
63,1768811740,66,1566948,30000000
64,1768811752,145,3443922,30000000
65,1768811765,5,118764,30000000
66,1768811777,2,47516,30000000
67,1768811789,0,0,30000000
68,1768811801,35,830946,30000000
69,1768811813,97,2303696,30000000
70,1768811826,121,2873962,30000000
71,1768811838,60,1425768,30000000
72,1768811851,0,0,30000000
73,1768811863,35,830946,30000000
74,1768811875,3,71292,30000000
75,1768811887,61,1448238,30000000
76,1768811899,107,2540702,30000000
77,1768811912,62,1473248,30000000
78,1768811924,0,0,30000000
79,1768811936,45,1068366,30000000
80,1768811948,49,1164258,30000000
81,1768811961,15,356284,30000000
82,1768811973,57,1353398,30000000
83,1768811985,30,712872,30000000
84,1768811997,42,997140,30000000
85,1768812009,43,1021674,30000000
86,1768812021,25,593502,30000000
87,1768812033,2,47484,30000000
88,1768812045,1,23742,30000000
89,1768812057,37,878452,30000000
90,1768812070,41,974190,30000000
91,1768812082,5,118820,30000000
92,1768812094,1,23742,30000000
93,1768812106,36,854688,30000000
94,1768812118,5,118710,30000000
95,1768812130,8,189936,30000000
96,1768812142,3,71226,30000000
97,1768812154,0,0,30000000
98,1768812166,0,0,30000000
99,1768812178,0,0,30000000
100,1768812190,13,308598,30000000
101,1768812202,6,142572,30000000
102,1768812214,0,0,30000000
103,1768812226,0,0,30000000
104,1768812238,6,142440,30000000
6,1768811031,0,0,30000000
7,1768811043,0,0,30000000
8,1768811055,278,6606056,30000000
9,1768811074,13,308884,30000000
10,1768811086,0,0,30000000
11,1768811098,0,0,30000000
12,1768811110,0,0,30000000
13,1768811122,0,0,30000000
14,1768811134,0,0,30000000
15,1768811146,0,0,30000000
16,1768811158,6,142452,30000000
17,1768811170,6,142584,30000000
18,1768811182,109,2590156,30000000
19,1768811196,45,1068330,30000000
20,1768811211,270,6410994,30000000
21,1768811230,225,5346624,30000000
22,1768811247,15,356082,30000000
23,1768811259,15,356412,30000000
24,1768811271,0,0,30000000
25,1768811283,0,0,30000000
26,1768811295,0,0,30000000
27,1768811307,15,356082,30000000
28,1768811319,15,356412,30000000
29,1768811331,0,0,30000000
30,1768811343,0,0,30000000
31,1768811355,0,0,30000000
32,1768811367,6,142452,30000000
33,1768811379,86,2041884,30000000
34,1768811392,143,3396698,30000000
35,1768811405,63,1497024,30000000
36,1768811417,0,0,30000000
37,1768811429,6,142452,30000000
38,1768811441,6,142584,30000000
39,1768811453,80,1899300,30000000
40,1768811466,143,3396698,30000000
41,1768811479,63,1497024,30000000
42,1768811491,0,0,30000000
43,1768811503,0,0,30000000
44,1768811515,11,261150,30000000
45,1768811527,11,261392,30000000
46,1768811539,0,0,30000000
47,1768811551,7,166182,30000000
48,1768811563,7,166336,30000000
49,1768811575,0,0,30000000
50,1768811587,0,0,30000000
51,1768811599,94,2231652,30000000
52,1768811612,94,2233720,30000000
53,1768811624,267,6338778,30000000
54,1768811639,267,6344652,30000000
55,1768811655,0,0,30000000
56,1768811667,94,2231652,30000000
57,1768811680,90,2138676,30000000
58,1768811692,2,47484,30000000
59,1768811704,11,261194,30000000
60,1768811716,9,213864,30000000
61,1768811728,0,0,30000000
62,1768811740,118,2801412,30000000
63,1768811753,40,950476,30000000
64,1768811765,9,213666,30000000
65,1768811777,9,213864,30000000
66,1768811789,0,0,30000000
67,1768811801,0,0,30000000
68,1768811813,79,1875462,30000000
69,1768811825,141,3348550,30000000
70,1768811838,75,1782086,30000000
71,1768811851,5,118820,30000000
72,1768811863,0,0,30000000
73,1768811875,0,0,30000000
74,1768811887,54,1281948,30000000
75,1768811899,106,2517380,30000000
76,1768811912,58,1378252,30000000
77,1768811924,0,0,30000000
78,1768811936,133,3157506,30000000
79,1768811949,152,3611230,30000000
80,1768811962,12,285036,30000000
81,1768811974,45,1068354,30000000
82,1768811986,0,0,30000000
83,1768811998,121,2872614,30000000
84,1768812010,120,2851294,30000000
85,1768812023,10,237640,30000000
86,1768812035,0,0,30000000
87,1768812047,0,0,30000000
88,1768812059,109,2587734,30000000
89,1768812072,19,451098,30000000
90,1768812084,0,0,30000000
91,1768812096,0,0,30000000
92,1768812108,0,0,30000000
93,1768812120,0,0,30000000
94,1768812132,0,0,30000000
95,1768812144,0,0,30000000
96,1768812156,0,0,30000000
97,1768812168,0,0,30000000
98,1768812180,0,0,30000000
99,1768812192,13,308622,30000000
100,1768812204,0,0,30000000
101,1768812216,0,0,30000000
102,1768812228,0,0,30000000
103,1768812240,0,0,30000000
6,1768811032,0,0,30000000
7,1768811044,0,0,30000000
8,1768811056,0,0,30000000
9,1768811068,487,11561826,30000000
10,1768811095,8,480464,30000000
11,1768811114,480,28537488,30000000
12,1768811168,472,11216080,30000000
13,1768811203,71,1685610,30000000
14,1768811216,78,4684524,30000000
15,1768811234,280,6649212,30000000
16,1768811251,202,12131716,30000000
17,1768811272,279,6628198,30000000
18,1768811286,77,4624466,30000000
19,1768811301,300,7124030,30000000
20,1768811316,358,16597924,30000000
21,1768811343,403,14475340,30000000
22,1768811373,180,5910570,30000000
23,1768811389,84,1995234,30000000
24,1768811402,213,6473202,30000000
25,1768811418,276,12872502,30000000
26,1768811439,237,7918422,30000000
27,1768811457,96,2280486,30000000
28,1768811470,207,6112854,30000000
29,1768811485,495,18071592,30000000
30,1768811534,36,1617666,30000000
31,1768811550,546,22663164,30000000
32,1768811601,366,12290394,30000000
33,1768811625,193,4584192,30000000
34,1768811639,211,8423146,30000000
35,1768811658,224,9569128,30000000
36,1768811676,130,3561022,30000000
37,1768811689,197,4677268,30000000
38,1768811703,263,12926194,30000000
39,1768811723,274,9378128,30000000
40,1768811740,90,2537898,30000000
41,1768811753,11,261380,30000000
42,1768811765,205,4866894,30000000
43,1768811780,312,14852152,30000000
44,1768811803,312,11297610,30000000
45,1768811822,142,3373562,30000000
46,1768811835,150,4832216,30000000
47,1768811849,305,11418204,30000000
48,1768811869,270,12041706,30000000
49,1768811888,329,7814132,30000000
50,1768811905,232,11827080,30000000
51,1768811925,326,9849736,30000000
52,1768811943,152,7023716,30000000
53,1768811959,257,6103462,30000000
54,1768811973,181,10216810,30000000
55,1768811991,211,5666596,30000000
56,1768812005,49,2253234,30000000
57,1768812018,176,4215352,30000000
58,1768812032,156,8969594,30000000
59,1768812048,155,4046192,30000000
60,1768812062,11,261382,30000000
61,1768812074,37,914746,30000000
62,1768812086,42,2304562,30000000
63,1768812099,49,1345706,30000000
64,1768812111,13,599284,30000000
65,1768812124,8,190112,30000000
66,1768812136,0,0,30000000
67,1768812148,0,0,30000000
68,1768812160,26,617220,30000000
69,1768812172,26,1561508,30000000
70,1768812184,26,617792,30000000
