block_number,timestamp,tx_count,gas_used,gas_limit
6,1768476046,0,0,30000000
7,1768476058,12,285156,30000000
8,1768476070,86,2043632,30000000
9,1768476082,42,998040,30000000
10,1768476094,9,213876,30000000
11,1768476106,4,94978,30000000
12,1768476118,12,284946,30000000
13,1768476130,28,664818,30000000
14,1768476143,49,1163674,30000000
15,1768476155,48,1140128,30000000
16,1768476167,49,1163818,30000000
17,1768476179,45,1069082,30000000
18,1768476191,35,831386,30000000
19,1768476203,27,641352,30000000
20,1768476215,23,546338,30000000
21,1768476227,31,736228,30000000
22,1768476239,33,783770,30000000
23,1768476252,39,926220,30000000
24,1768476264,48,1140010,30000000
25,1768476276,38,902766,30000000
26,1768476288,41,973860,30000000
27,1768476300,39,926420,30000000
28,1768476312,26,617532,30000000
29,1768476324,27,641384,30000000
30,1768476336,28,665004,30000000
31,1768476348,40,949964,30000000
32,1768476360,41,973826,30000000
33,1768476372,41,973828,30000000
34,1768476385,52,1235130,30000000
35,1768476397,38,902644,30000000
36,1768476409,32,760138,30000000
37,1768476421,24,570082,30000000
38,1768476433,31,736220,30000000
39,1768476445,37,878714,30000000
40,1768476457,40,950018,30000000
41,1768476469,45,1068880,30000000
42,1768476481,30,712588,30000000
43,1768476493,34,807612,30000000
44,1768476505,29,688746,30000000
45,1768476517,25,593692,30000000
46,1768476530,35,831154,30000000
47,1768476542,44,1044832,30000000
48,1768476554,23,546052,30000000
49,1768476566,18,427342,30000000
50,1768476578,10,237420,30000000
51,1768476590,2,47472,30000000
52,1768476602,1,23742,30000000
53,1768476614,9,213666,30000000
6,1768476048,0,0,30000000
7,1768476060,0,0,30000000
8,1768476072,0,0,30000000
9,1768476084,0,0,30000000
10,1768476096,0,0,30000000
11,1768476108,0,0,30000000
12,1768476120,0,0,30000000
13,1768476132,0,0,30000000
14,1768476144,0,0,30000000
15,1768476156,0,0,30000000
16,1768476168,0,0,30000000
17,1768476180,0,0,30000000
18,1768476192,0,0,30000000
19,1768476204,0,0,30000000
20,1768476216,0,0,30000000
21,1768476228,0,0,30000000
22,1768476240,0,0,30000000
23,1768476252,0,0,30000000
24,1768476264,0,0,30000000
25,1768476276,0,0,30000000
26,1768476288,0,0,30000000
27,1768476300,0,0,30000000
28,1768476312,0,0,30000000
29,1768476324,0,0,30000000
30,1768476336,0,0,30000000
31,1768476348,0,0,30000000
32,1768476360,0,0,30000000
33,1768476372,0,0,30000000
34,1768476384,0,0,30000000
35,1768476396,0,0,30000000
36,1768476408,0,0,30000000
37,1768476420,0,0,30000000
38,1768476432,0,0,30000000
39,1768476444,0,0,30000000
40,1768476456,0,0,30000000
41,1768476468,0,0,30000000
42,1768476480,0,0,30000000
43,1768476492,0,0,30000000
44,1768476504,0,0,30000000
45,1768476516,0,0,30000000
46,1768476528,0,0,30000000
47,1768476540,0,0,30000000
48,1768476552,0,0,30000000
49,1768476564,0,0,30000000
50,1768476576,0,0,30000000
51,1768476588,0,0,30000000
52,1768476600,0,0,30000000
53,1768476612,0,0,30000000
6,1768476050,0,0,30000000
7,1768476062,3,71214,30000000
8,1768476074,21,498558,30000000
9,1768476086,61,1847726,30000000
10,1768476099,82,3181638,30000000
11,1768476112,87,3700276,30000000
12,1768476125,72,2400348,30000000
13,1768476138,59,2345532,30000000
14,1768476151,48,1575922,30000000
15,1768476163,43,1348078,30000000
16,1768476175,47,1588234,30000000
17,1768476188,55,2032302,30000000
18,1768476201,63,2403828,30000000
19,1768476213,69,2437742,30000000
20,1768476226,62,2343994,30000000
21,1768476239,58,2103836,30000000
22,1768476252,50,1768628,30000000
23,1768476264,44,1626030,30000000
24,1768476277,50,1623262,30000000
25,1768476289,55,1887152,30000000
26,1768476302,56,1983500,30000000
27,1768476314,59,2526804,30000000
28,1768476327,64,2101090,30000000
29,1768476340,65,2233816,30000000
30,1768476353,51,1973840,30000000
31,1768476365,57,1934830,30000000
32,1768476378,53,1839774,30000000
33,1768476390,50,1659482,30000000
34,1768476403,64,2318712,30000000
35,1768476416,67,2680532,30000000
36,1768476429,67,2390212,30000000
37,1768476441,56,1983720,30000000
38,1768476454,49,1708504,30000000
39,1768476466,46,1673540,30000000
40,1768476479,57,1898326,30000000
41,1768476492,58,2248958,30000000
42,1768476504,58,1994846,30000000
43,1768476517,67,2535310,30000000
44,1768476530,56,1947560,30000000
45,1768476542,48,1721132,30000000
46,1768476555,29,1052004,30000000
47,1768476567,13,381498,30000000
48,1768476579,12,321240,30000000
49,1768476591,10,564286,30000000
50,1768476603,9,213864,30000000
