timestamp,journey_id,worker_id,tx_type,latency_s,gas_used,block_number,status
1773578144.704102,34_0,34,das_burn,1.57566237449646,23764,7,1
1773578144.7530782,20_0,20,das_burn,1.7969200611114502,23764,7,1
1773578144.7826316,22_0,22,das_burn,1.0717670917510986,23764,7,1
1773578146.9857693,7_0,7,das_burn,0.6600375175476074,23764,7,1
1773578146.9992993,1_0,1,das_burn,1.3877623081207275,23764,7,1
1773578147.003483,29_0,29,das_burn,2.0229201316833496,23764,7,1
1773578147.0244296,17_0,17,das_burn,3.2353107929229736,23764,7,1
1773578147.0607817,11_0,11,das_burn,0.1707563400268554,23764,7,1
1773578148.847441,11_0,11,das_mint,0.7881853580474854,23742,7,1
1773578148.8755662,29_0,29,das_mint,0.8688628673553467,23742,7,1
1773578148.8957362,20_0,20,das_mint,2.5375871658325195,23742,7,1
1773578148.8967688,22_0,22,das_mint,2.6448025703430176,23742,7,1
1773578148.9116287,1_0,1,das_mint,0.7991538047790527,23742,7,1
1773578148.93723,7_0,7,das_mint,1.214045524597168,23742,7,1
1773578148.9379053,34_0,34,das_mint,2.512385845184326,23742,7,1
1773578156.7233176,0_0,0,das_burn,11.16087794303894,23764,8,1
1773578156.75619,2_0,2,das_burn,7.903366565704346,23764,8,1
1773578156.764822,16_0,16,das_burn,8.676309823989868,23764,8,1
1773578156.7869298,12_0,12,das_burn,1.2588961124420166,23764,8,1
1773578156.789256,28_0,28,das_burn,1.4038338661193848,23764,8,1
1773578156.7894142,18_0,18,das_burn,0.8476159572601318,23764,8,1
1773578156.7915163,30_0,30,das_burn,3.750697135925293,23764,8,1
1773578156.7923362,10_0,10,das_burn,6.886583089828491,23764,8,1
1773578156.7924938,26_0,26,das_burn,6.380107402801514,23764,8,1
1773578156.7926338,24_0,24,das_burn,3.0328738689422607,23764,8,1
1773578156.7927911,6_0,6,das_burn,10.21619987487793,23764,8,1
1773578156.795953,4_0,4,das_burn,6.1524927616119385,23764,8,1
1773578156.7963452,8_0,8,das_burn,4.940852642059326,23764,8,1
1773578156.797908,14_0,14,das_burn,10.297478914260864,23764,8,1
1773578159.0261793,15_0,15,das_burn,2.495458602905273,23764,8,1
1773578159.0271316,21_0,21,das_burn,7.25506067276001,23752,8,1
1773578159.0344496,33_0,33,das_burn,8.670549869537354,23764,8,1
1773578159.037456,31_0,31,das_burn,7.871045589447021,23764,8,1
1773578159.0396132,5_0,5,das_burn,10.843307256698608,23764,8,1
1773578159.0460646,3_0,3,das_burn,3.690731287002564,23764,8,1
1773578159.0524924,9_0,9,das_burn,12.12665557861328,23752,8,1
1773578159.0695596,27_0,27,das_burn,11.327435493469238,23764,8,1
1773578159.0713222,13_0,13,das_burn,8.268221855163574,23764,8,1
1773578159.07358,25_0,25,das_burn,12.153346061706545,23764,8,1
1773578159.0791736,23_0,23,das_burn,4.095294952392578,23764,8,1
1773578159.0793872,19_0,19,das_burn,9.33731770515442,23764,8,1
1773578160.9455256,8_0,8,das_mint,3.234921932220459,23742,8,1
1773578160.965714,30_0,30,das_mint,3.2259132862091064,23742,8,1
1773578160.968187,1_0,1,das_work,2.4740355014801025,48258,8,1
1773578160.9684193,17_0,17,das_mint,12.173360586166382,23742,8,1
1773578160.972939,20_0,20,das_work,4.456205606460571,48258,8,1
1773578160.9734645,29_0,29,das_work,2.0351078510284424,48258,8,1
1773578160.9795191,4_0,4,das_mint,2.8855621814727783,23742,8,1
1773578160.9828026,22_0,22,das_work,1.46712064743042,48258,8,1
1773578160.9840646,14_0,14,das_mint,2.9974284172058105,23742,8,1
1773578160.984506,31_0,31,das_mint,0.5648114681243896,23742,8,1
1773578160.9864376,6_0,6,das_mint,2.6244843006134038,23742,8,1
1773578160.987357,10_0,10,das_mint,2.366850614547729,23742,8,1
1773578160.9914365,34_0,34,das_work,8.256880044937134,48258,8,1
