block_number,timestamp,tx_count,gas_used,gas_limit
6,1768475225,0,0,30000000
7,1768475237,50,1188164,30000000
8,1768475249,0,0,30000000
9,1768475261,0,0,30000000
10,1768475273,50,1187064,30000000
11,1768475286,50,1188164,30000000
12,1768475298,0,0,30000000
13,1768475310,0,0,30000000
14,1768475322,50,1187064,30000000
15,1768475334,50,1188164,30000000
16,1768475346,0,0,30000000
17,1768475358,0,0,30000000
18,1768475370,50,1187064,30000000
19,1768475382,50,1188164,30000000
20,1768475394,0,0,30000000
21,1768475406,0,0,30000000
22,1768475418,50,1187064,30000000
23,1768475430,50,1188164,30000000
24,1768475443,0,0,30000000
25,1768475455,0,0,30000000
26,1768475467,22,522300,30000000
27,1768475479,27,641034,30000000
28,1768475491,0,0,30000000
29,1768475503,1,23730,30000000
6,1768475227,0,0,30000000
7,1768475239,0,0,30000000
8,1768475251,0,0,30000000
9,1768475263,0,0,30000000
10,1768475275,0,0,30000000
11,1768475287,0,0,30000000
12,1768475299,0,0,30000000
13,1768475311,0,0,30000000
14,1768475323,0,0,30000000
15,1768475335,0,0,30000000
16,1768475347,0,0,30000000
17,1768475359,0,0,30000000
18,1768475371,0,0,30000000
19,1768475383,0,0,30000000
20,1768475395,0,0,30000000
21,1768475407,0,0,30000000
22,1768475419,0,0,30000000
23,1768475431,0,0,30000000
24,1768475443,0,0,30000000
25,1768475455,0,0,30000000
26,1768475467,0,0,30000000
27,1768475479,0,0,30000000
28,1768475491,0,0,30000000
29,1768475503,0,0,30000000
6,1768475229,0,0,30000000
7,1768475241,50,1187064,30000000
8,1768475253,50,3002900,30000000
9,1768475266,50,1188164,30000000
10,1768475278,0,0,30000000
11,1768475290,50,1187064,30000000
12,1768475302,50,3002900,30000000
13,1768475316,50,1188164,30000000
14,1768475328,0,0,30000000
15,1768475340,50,1187064,30000000
16,1768475352,50,3002900,30000000
17,1768475365,50,1188164,30000000
18,1768475378,0,0,30000000
19,1768475390,50,1187064,30000000
20,1768475402,50,3002900,30000000
21,1768475415,50,1188164,30000000
22,1768475427,0,0,30000000
23,1768475439,50,1187064,30000000
24,1768475451,50,3002900,30000000
25,1768475465,50,1188164,30000000
26,1768475477,0,0,30000000
27,1768475489,0,0,30000000
28,1768475501,0,0,30000000
