block_number,timestamp,tx_count,gas_used,gas_limit
6,1768479361,0,0,30000000
7,1768479373,50,1188164,30000000
8,1768479385,0,0,30000000
9,1768479397,0,0,30000000
10,1768479409,0,0,30000000
11,1768479421,0,0,30000000
12,1768479433,0,0,30000000
13,1768479445,0,0,30000000
14,1768479457,0,0,30000000
15,1768479469,0,0,30000000
16,1768479481,0,0,30000000
17,1768479493,0,0,30000000
18,1768479505,0,0,30000000
19,1768479517,0,0,30000000
20,1768479529,50,1187064,30000000
21,1768479541,50,1188164,30000000
22,1768479553,0,0,30000000
23,1768479565,0,0,30000000
24,1768479577,0,0,30000000
25,1768479589,0,0,30000000
26,1768479601,0,0,30000000
27,1768479613,0,0,30000000
28,1768479625,0,0,30000000
29,1768479637,0,0,30000000
30,1768479649,0,0,30000000
31,1768479661,0,0,30000000
32,1768479673,0,0,30000000
33,1768479685,0,0,30000000
34,1768479697,50,1187064,30000000
35,1768479710,50,1188164,30000000
36,1768479722,0,0,30000000
37,1768479734,0,0,30000000
38,1768479746,0,0,30000000
39,1768479758,0,0,30000000
40,1768479770,0,0,30000000
41,1768479782,0,0,30000000
42,1768479794,0,0,30000000
43,1768479806,0,0,30000000
44,1768479818,0,0,30000000
45,1768479830,0,0,30000000
46,1768479842,0,0,30000000
47,1768479854,0,0,30000000
48,1768479866,50,1187064,30000000
49,1768479878,50,1188164,30000000
50,1768479890,0,0,30000000
51,1768479902,0,0,30000000
52,1768479914,0,0,30000000
53,1768479926,0,0,30000000
54,1768479938,0,0,30000000
55,1768479950,0,0,30000000
56,1768479962,0,0,30000000
57,1768479974,0,0,30000000
58,1768479986,0,0,30000000
59,1768479998,0,0,30000000
60,1768480010,0,0,30000000
61,1768480022,0,0,30000000
62,1768480034,48,1139580,30000000
63,1768480046,49,1164378,30000000
64,1768480059,1,23764,30000000
65,1768480071,1,23742,30000000
66,1768480083,1,23764,30000000
67,1768480095,0,0,30000000
68,1768480107,0,0,30000000
69,1768480119,0,0,30000000
70,1768480131,0,0,30000000
71,1768480143,0,0,30000000
72,1768480155,0,0,30000000
73,1768480167,0,0,30000000
74,1768480179,0,0,30000000
75,1768480191,0,0,30000000
76,1768480203,39,925902,30000000
77,1768480215,9,213678,30000000
78,1768480227,0,0,30000000
79,1768480239,2,47484,30000000
6,1768479363,0,0,30000000
7,1768479375,0,0,30000000
8,1768479387,0,0,30000000
9,1768479399,0,0,30000000
10,1768479411,0,0,30000000
11,1768479423,0,0,30000000
12,1768479435,0,0,30000000
13,1768479447,0,0,30000000
14,1768479459,0,0,30000000
15,1768479471,0,0,30000000
16,1768479483,0,0,30000000
17,1768479495,0,0,30000000
18,1768479507,0,0,30000000
19,1768479519,0,0,30000000
20,1768479531,0,0,30000000
21,1768479543,0,0,30000000
22,1768479555,0,0,30000000
23,1768479567,0,0,30000000
24,1768479579,0,0,30000000
25,1768479591,0,0,30000000
26,1768479603,0,0,30000000
27,1768479615,0,0,30000000
28,1768479627,0,0,30000000
29,1768479639,0,0,30000000
30,1768479651,0,0,30000000
31,1768479663,0,0,30000000
32,1768479675,0,0,30000000
33,1768479687,0,0,30000000
34,1768479699,0,0,30000000
35,1768479711,0,0,30000000
36,1768479723,0,0,30000000
37,1768479735,0,0,30000000
38,1768479747,0,0,30000000
39,1768479759,0,0,30000000
40,1768479771,0,0,30000000
41,1768479783,0,0,30000000
42,1768479795,0,0,30000000
43,1768479807,0,0,30000000
44,1768479819,0,0,30000000
45,1768479831,0,0,30000000
46,1768479843,0,0,30000000
47,1768479855,0,0,30000000
48,1768479867,0,0,30000000
49,1768479879,0,0,30000000
50,1768479891,0,0,30000000
51,1768479903,0,0,30000000
52,1768479915,0,0,30000000
53,1768479927,0,0,30000000
54,1768479939,0,0,30000000
55,1768479951,0,0,30000000
56,1768479963,0,0,30000000
57,1768479975,0,0,30000000
58,1768479987,0,0,30000000
59,1768479999,0,0,30000000
60,1768480011,0,0,30000000
61,1768480023,0,0,30000000
62,1768480035,0,0,30000000
63,1768480047,0,0,30000000
64,1768480059,0,0,30000000
65,1768480071,0,0,30000000
66,1768480083,0,0,30000000
67,1768480095,0,0,30000000
68,1768480107,0,0,30000000
69,1768480119,0,0,30000000
70,1768480131,0,0,30000000
71,1768480143,0,0,30000000
72,1768480155,0,0,30000000
