block_number,timestamp,tx_count,gas_used,gas_limit
6,1768816447,0,0,30000000
7,1768816459,0,0,30000000
8,1768816471,110,2613884,30000000
9,1768816484,84,1996140,30000000
10,1768816496,0,0,30000000
11,1768816508,0,0,30000000
12,1768816520,0,0,30000000
13,1768816532,0,0,30000000
14,1768816544,0,0,30000000
15,1768816556,0,0,30000000
16,1768816568,0,0,30000000
17,1768816580,0,0,30000000
18,1768816592,6,142584,30000000
19,1768816604,0,0,30000000
20,1768816616,0,0,30000000
21,1768816628,0,0,30000000
22,1768816640,0,0,30000000
23,1768816652,0,0,30000000
24,1768816664,0,0,30000000
25,1768816676,0,0,30000000
26,1768816688,0,0,30000000
27,1768816700,0,0,30000000
28,1768816712,0,0,30000000
29,1768816724,0,0,30000000
30,1768816736,0,0,30000000
31,1768816748,0,0,30000000
32,1768816760,0,0,30000000
33,1768816772,0,0,30000000
34,1768816784,0,0,30000000
35,1768816796,0,0,30000000
36,1768816808,0,0,30000000
37,1768816820,0,0,30000000
38,1768816832,0,0,30000000
39,1768816844,0,0,30000000
40,1768816856,0,0,30000000
41,1768816868,0,0,30000000
42,1768816880,0,0,30000000
43,1768816892,0,0,30000000
44,1768816904,0,0,30000000
45,1768816916,0,0,30000000
46,1768816928,0,0,30000000
47,1768816940,0,0,30000000
48,1768816952,0,0,30000000
49,1768816964,0,0,30000000
50,1768816976,0,0,30000000
51,1768816988,0,0,30000000
52,1768817000,0,0,30000000
53,1768817012,0,0,30000000
54,1768817024,0,0,30000000
55,1768817036,0,0,30000000
56,1768817048,0,0,30000000
57,1768817060,0,0,30000000
58,1768817072,0,0,30000000
59,1768817084,0,0,30000000
60,1768817096,0,0,30000000
61,1768817108,0,0,30000000
62,1768817120,0,0,30000000
63,1768817132,0,0,30000000
64,1768817144,0,0,30000000
65,1768817157,0,0,30000000
66,1768817169,0,0,30000000
67,1768817181,0,0,30000000
68,1768817193,0,0,30000000
69,1768817205,0,0,30000000
70,1768817217,0,0,30000000
71,1768817229,0,0,30000000
72,1768817241,2,47484,30000000
73,1768817253,6,142496,30000000
74,1768817265,4,95056,30000000
75,1768817277,0,0,30000000
76,1768817289,26,617268,30000000
77,1768817301,26,617840,30000000
78,1768817313,29,688482,30000000
79,1768817325,29,689120,30000000
80,1768817337,77,1828014,30000000
81,1768817349,102,2423246,30000000
82,1768817362,27,641572,30000000
83,1768817374,13,308690,30000000
84,1768817386,11,261404,30000000
85,1768817398,0,0,30000000
86,1768817410,0,0,30000000
87,1768817422,1,23742,30000000
88,1768817434,1,23764,30000000
89,1768817446,4,94968,30000000
