block_number,timestamp,tx_count,gas_used,gas_limit
6,1768808409,0,0,30000000
7,1768808421,0,0,30000000
8,1768808433,54,1283208,30000000
9,1768808446,45,1069344,30000000
10,1768808458,0,0,30000000
11,1768808470,37,878418,30000000
12,1768808482,82,1947586,30000000
13,1768808494,47,1116828,30000000
14,1768808506,2,47528,30000000
15,1768808518,0,0,30000000
16,1768808530,37,878418,30000000
17,1768808543,82,1947586,30000000
18,1768808555,48,1140592,30000000
19,1768808567,2,47528,30000000
20,1768808579,37,878418,30000000
21,1768808591,92,2184994,30000000
22,1768808603,63,1496908,30000000
23,1768808616,8,190112,30000000
24,1768808628,0,0,30000000
25,1768808640,37,878418,30000000
26,1768808652,92,2184994,30000000
27,1768808664,63,1496908,30000000
28,1768808676,8,190112,30000000
29,1768808688,0,0,30000000
30,1768808700,37,878418,30000000
31,1768808712,55,1305762,30000000
32,1768808724,10,237628,30000000
33,1768808737,0,0,30000000
34,1768808749,0,0,30000000
35,1768808761,10,237408,30000000
36,1768808773,10,237628,30000000
37,1768808785,0,0,30000000
38,1768808797,0,0,30000000
39,1768808809,10,237408,30000000
40,1768808821,0,0,30000000
41,1768808833,8,189936,30000000
42,1768808845,6,142584,30000000
43,1768808857,0,0,30000000
44,1768808869,0,0,30000000
45,1768808881,6,142452,30000000
46,1768808893,6,142584,30000000
47,1768808905,0,0,30000000
48,1768808917,0,0,30000000
49,1768808929,4,94968,30000000
50,1768808941,2,47484,30000000
51,1768808953,0,0,30000000
52,1768808965,0,0,30000000
53,1768808977,0,0,30000000
54,1768808989,0,0,30000000
55,1768809001,0,0,30000000
56,1768809013,0,0,30000000
57,1768809025,0,0,30000000
6,1768808412,0,0,30000000
7,1768808424,0,0,30000000
8,1768808436,76,1806004,30000000
9,1768808448,20,475244,30000000
10,1768808460,0,0,30000000
11,1768808472,46,1092096,30000000
12,1768808484,71,1686610,30000000
13,1768808497,25,594052,30000000
14,1768808509,0,0,30000000
15,1768808521,0,0,30000000
16,1768808533,46,1092096,30000000
17,1768808545,71,1686610,30000000
18,1768808557,29,689108,30000000
19,1768808569,0,0,30000000
20,1768808581,6,142452,30000000
21,1768808593,49,1163454,30000000
22,1768808605,47,1116784,30000000
23,1768808617,4,95056,30000000
24,1768808630,5,118710,30000000
25,1768808642,31,736088,30000000
26,1768808654,44,1045184,30000000
27,1768808666,19,451482,30000000
28,1768808678,1,23764,30000000
29,1768808690,5,118710,30000000
30,1768808702,26,617268,30000000
31,1768808714,23,546098,30000000
32,1768808726,18,427452,30000000
33,1768808738,11,261368,30000000
34,1768808750,2,47484,30000000
35,1768808762,10,237464,30000000
36,1768808774,20,474980,30000000
37,1768808786,12,285132,30000000
38,1768808798,2,47484,30000000
39,1768808810,8,189936,30000000
40,1768808822,12,284868,30000000
41,1768808834,35,830990,30000000
42,1768808846,33,784188,30000000
43,1768808858,0,0,30000000
44,1768808870,2,47484,30000000
45,1768808882,35,830990,30000000
46,1768808895,33,784188,30000000
47,1768808907,0,0,30000000
48,1768808919,2,47484,30000000
49,1768808931,33,783462,30000000
50,1768808943,22,522796,30000000
51,1768808955,0,0,30000000
52,1768808967,0,0,30000000
53,1768808979,22,522312,30000000
54,1768808991,22,522796,30000000
55,1768809003,0,0,30000000
56,1768809015,0,0,30000000
57,1768809027,22,522312,30000000
6,1768808414,0,0,30000000
7,1768808426,0,0,30000000
8,1768808438,100,2374116,30000000
9,1768808450,170,7667656,30000000
10,1768808466,170,6580376,30000000
11,1768808480,70,1663396,30000000
12,1768808492,83,1970514,30000000
13,1768808505,153,6646670,30000000
14,1768808519,155,6223884,30000000
15,1768808534,72,1783512,30000000
16,1768808546,45,1068398,30000000
17,1768808558,132,4695460,30000000
18,1768808572,138,6509430,30000000
19,1768808586,95,2475272,30000000
20,1768808599,49,1163454,30000000
21,1768808611,141,4909126,30000000
22,1768808624,153,7192404,30000000
23,1768808640,110,3049484,30000000
24,1768808652,17,403878,30000000
25,1768808664,68,1795976,30000000
26,1768808677,144,5706806,30000000
27,1768808691,151,6346348,30000000
28,1768808705,88,2526700,30000000
29,1768808718,14,332616,30000000
30,1768808730,18,499976,30000000
31,1768808742,29,1269582,30000000
32,1768808754,27,1040850,30000000
33,1768808767,13,308852,30000000
34,1768808779,20,547460,30000000
35,1768808791,32,1413440,30000000
36,1768808803,71,2121834,30000000
37,1768808816,53,2747510,30000000
38,1768808829,41,974300,30000000
39,1768808841,2,47484,30000000
40,1768808853,41,1046030,30000000
41,1768808865,41,2389790,30000000
42,1768808878,39,926772,30000000
43,1768808890,2,47484,30000000
44,1768808902,41,1046030,30000000
45,1768808914,41,2389790,30000000
46,1768808927,39,926772,30000000
47,1768808939,0,0,30000000
48,1768808951,22,522312,30000000
49,1768808963,22,1321276,30000000
50,1768808976,22,522796,30000000
51,1768808988,0,0,30000000
52,1768809000,22,522312,30000000
53,1768809012,22,1321276,30000000
54,1768809025,22,522796,30000000
