block_number,timestamp,tx_count,gas_used,gas_limit
6,1768492148,0,0,30000000
7,1768492160,8,190088,30000000
8,1768492172,40,950548,30000000
9,1768492184,31,736660,30000000
10,1768492196,15,356448,30000000
11,1768492208,4,95044,30000000
12,1768492220,0,0,30000000
13,1768492232,2,47528,30000000
14,1768492244,0,0,30000000
15,1768492256,0,0,30000000
16,1768492268,0,0,30000000
17,1768492280,0,0,30000000
18,1768492292,0,0,30000000
19,1768492304,0,0,30000000
20,1768492316,0,0,30000000
21,1768492328,2,47484,30000000
22,1768492340,3,71248,30000000
23,1768492352,9,213720,30000000
24,1768492364,10,237496,30000000
25,1768492376,7,166226,30000000
26,1768492388,12,285012,30000000
27,1768492400,11,261250,30000000
28,1768492412,10,237496,30000000
29,1768492424,20,474992,30000000
30,1768492436,15,356338,30000000
31,1768492448,17,403746,30000000
32,1768492460,16,379970,30000000
33,1768492472,22,522654,30000000
34,1768492484,17,403856,30000000
35,1768492497,7,166282,30000000
36,1768492509,10,237562,30000000
37,1768492521,2,47528,30000000
38,1768492533,7,166280,30000000
39,1768492545,3,71270,30000000
40,1768492557,2,47506,30000000
41,1768492569,5,118732,30000000
42,1768492581,7,166260,30000000
43,1768492593,2,47472,30000000
44,1768492605,5,118798,30000000
45,1768492617,5,118776,30000000
46,1768492629,6,142494,30000000
47,1768492641,6,142484,30000000
48,1768492653,8,189968,30000000
49,1768492665,11,261184,30000000
50,1768492677,10,237562,30000000
51,1768492689,20,475016,30000000
52,1768492701,19,451340,30000000
53,1768492713,16,380090,30000000
54,1768492725,10,237474,30000000
55,1768492737,6,142550,30000000
56,1768492749,10,237518,30000000
57,1768492761,13,308756,30000000
58,1768492773,12,285046,30000000
59,1768492785,8,190068,30000000
60,1768492797,8,190068,30000000
61,1768492809,3,71270,30000000
62,1768492821,3,71270,30000000
63,1768492833,2,47484,30000000
64,1768492845,6,142496,30000000
65,1768492857,7,166192,30000000
66,1768492869,8,190034,30000000
67,1768492881,9,213764,30000000
68,1768492893,7,166260,30000000
69,1768492905,14,332486,30000000
70,1768492917,13,308744,30000000
71,1768492929,10,237518,30000000
72,1768492941,12,285024,30000000
73,1768492954,9,213754,30000000
74,1768492966,12,285122,30000000
75,1768492978,8,190024,30000000
76,1768492990,7,166270,30000000
77,1768493002,8,189968,30000000
78,1768493014,9,213788,30000000
79,1768493026,10,237508,30000000
80,1768493038,10,237552,30000000
81,1768493050,8,190046,30000000
82,1768493062,7,166216,30000000
83,1768493074,8,190068,30000000
84,1768493086,7,166260,30000000
85,1768493098,10,237518,30000000
86,1768493110,6,142506,30000000
87,1768493122,13,308744,30000000
88,1768493134,6,142528,30000000
89,1768493146,11,261326,30000000
90,1768493158,5,118732,30000000
91,1768493170,12,284946,30000000
92,1768493182,12,285090,30000000
93,1768493194,5,118776,30000000
94,1768493206,8,190002,30000000
95,1768493218,10,237496,30000000
96,1768493230,11,261248,30000000
97,1768493242,10,237494,30000000
98,1768493254,8,190002,30000000
99,1768493266,12,285058,30000000
100,1768493278,8,190068,30000000
101,1768493290,11,261250,30000000
102,1768493302,9,213754,30000000
103,1768493314,8,190002,30000000
104,1768493326,4,95012,30000000
105,1768493338,10,237464,30000000
106,1768493350,10,237574,30000000
107,1768493362,7,166304,30000000
108,1768493374,8,189990,30000000
109,1768493386,6,142462,30000000
110,1768493398,7,166226,30000000
111,1768493411,5,118710,30000000
112,1768493423,7,166216,30000000
113,1768493435,9,213700,30000000
114,1768493447,14,332408,30000000
115,1768493459,9,213666,30000000
116,1768493471,10,237420,30000000
117,1768493483,8,189924,30000000
118,1768493495,13,308646,30000000
119,1768493507,5,118710,30000000
120,1768493519,4,94956,30000000
121,1768493531,1,23742,30000000
122,1768493543,0,0,30000000
123,1768493555,0,0,30000000
124,1768493567,2,47484,30000000
6,1768492150,0,0,30000000
7,1768492162,14,332684,30000000
8,1768492174,44,1045580,30000000
9,1768492186,28,665356,30000000
10,1768492198,13,308920,30000000
11,1768492210,1,23764,30000000
12,1768492222,0,0,30000000
13,1768492234,0,0,30000000
14,1768492246,0,0,30000000
15,1768492258,0,0,30000000
16,1768492270,0,0,30000000
17,1768492282,0,0,30000000
18,1768492294,0,0,30000000
19,1768492306,0,0,30000000
20,1768492318,1,23742,30000000
21,1768492330,0,0,30000000
22,1768492342,4,94978,30000000
23,1768492354,2,47484,30000000
24,1768492366,12,284968,30000000
25,1768492378,7,166238,30000000
26,1768492390,18,427498,30000000
27,1768492402,19,451318,30000000
28,1768492414,19,451282,30000000
29,1768492426,14,332498,30000000
30,1768492438,20,475092,30000000
31,1768492450,14,332486,30000000
32,1768492462,18,427520,30000000
33,1768492474,16,380080,30000000
34,1768492486,16,380100,30000000
35,1768492498,6,142506,30000000
