block_number,timestamp,tx_count,gas_used,gas_limit
6,1768499098,0,0,30000000
7,1768499110,0,0,30000000
8,1768499122,18,427728,30000000
9,1768499134,39,926772,30000000
10,1768499146,29,689132,30000000
11,1768499158,8,190100,30000000
12,1768499170,5,118820,30000000
13,1768499182,0,0,30000000
14,1768499194,1,23764,30000000
15,1768499206,0,0,30000000
16,1768499218,0,0,30000000
17,1768499230,0,0,30000000
18,1768499242,0,0,30000000
19,1768499254,0,0,30000000
20,1768499266,0,0,30000000
21,1768499278,0,0,30000000
22,1768499290,0,0,30000000
23,1768499302,0,0,30000000
24,1768499314,0,0,30000000
25,1768499326,0,0,30000000
26,1768499338,0,0,30000000
27,1768499350,0,0,30000000
28,1768499362,0,0,30000000
29,1768499374,0,0,30000000
30,1768499386,0,0,30000000
31,1768499398,0,0,30000000
32,1768499410,1,23742,30000000
33,1768499422,0,0,30000000
34,1768499434,2,47506,30000000
35,1768499446,2,47484,30000000
36,1768499458,1,23764,30000000
37,1768499470,5,118754,30000000
38,1768499482,7,166238,30000000
39,1768499494,9,213666,30000000
40,1768499506,9,213798,30000000
41,1768499518,9,213810,30000000
42,1768499530,11,261282,30000000
43,1768499543,11,261238,30000000
44,1768499555,12,285014,30000000
45,1768499567,11,261282,30000000
46,1768499579,12,285034,30000000
47,1768499591,14,332498,30000000
48,1768499603,14,332538,30000000
49,1768499615,10,237496,30000000
50,1768499627,13,308822,30000000
51,1768499639,8,190024,30000000
52,1768499651,6,142540,30000000
53,1768499663,5,118742,30000000
54,1768499675,9,213744,30000000
55,1768499687,7,166314,30000000
56,1768499699,5,118798,30000000
57,1768499711,1,23764,30000000
58,1768499723,1,23764,30000000
59,1768499735,1,23742,30000000
60,1768499747,1,23764,30000000
61,1768499759,1,23764,30000000
62,1768499771,0,0,30000000
63,1768499783,1,23742,30000000
64,1768499795,0,0,30000000
65,1768499807,0,0,30000000
66,1768499819,2,47484,30000000
67,1768499831,0,0,30000000
68,1768499843,1,23764,30000000
69,1768499855,3,71248,30000000
70,1768499867,4,94990,30000000
