block_number,timestamp,tx_count,gas_used,gas_limit
6,1768533800,0,0,30000000
7,1768533812,0,0,30000000
8,1768533824,31,736660,30000000
9,1768533836,36,855456,30000000
10,1768533848,40,950500,30000000
11,1768533860,36,855480,30000000
12,1768533873,26,617864,30000000
13,1768533885,31,736672,30000000
14,1768533897,24,570312,30000000
15,1768533909,14,332696,30000000
16,1768533921,13,308932,30000000
17,1768533933,12,285168,30000000
18,1768533945,5,118820,30000000
19,1768533957,11,261392,30000000
20,1768533969,8,190088,30000000
21,1768533981,5,118808,30000000
22,1768533993,2,47506,30000000
23,1768534005,4,95000,30000000
24,1768534017,3,71248,30000000
25,1768534029,4,94978,30000000
26,1768534041,3,71248,30000000
27,1768534053,5,118720,30000000
28,1768534065,7,166214,30000000
29,1768534077,8,190024,30000000
30,1768534089,7,166216,30000000
31,1768534101,8,189958,30000000
32,1768534113,17,403678,30000000
33,1768534125,14,332520,30000000
34,1768534137,10,237452,30000000
35,1768534149,16,379970,30000000
36,1768534162,18,427476,30000000
37,1768534174,16,379992,30000000
38,1768534186,17,403812,30000000
39,1768534198,27,641254,30000000
40,1768534210,24,569904,30000000
41,1768534222,23,546274,30000000
42,1768534234,15,356284,30000000
43,1768534246,31,736342,30000000
44,1768534258,24,570138,30000000
45,1768534270,29,688770,30000000
46,1768534282,22,522588,30000000
47,1768534294,17,403812,30000000
48,1768534306,22,522506,30000000
49,1768534318,21,498812,30000000
50,1768534331,16,380024,30000000
51,1768534343,13,308798,30000000
52,1768534355,19,451328,30000000
53,1768534367,18,427574,30000000
54,1768534379,12,285002,30000000
55,1768534391,14,332540,30000000
56,1768534403,16,380058,30000000
57,1768534415,18,427618,30000000
58,1768534427,15,356304,30000000
59,1768534439,11,261316,30000000
60,1768534451,14,332596,30000000
61,1768534463,17,403754,30000000
62,1768534475,14,332574,30000000
63,1768534487,14,332618,30000000
64,1768534499,14,332520,30000000
65,1768534511,10,237464,30000000
66,1768534523,13,308766,30000000
67,1768534535,18,427488,30000000
68,1768534547,13,308800,30000000
69,1768534559,15,356284,30000000
70,1768534571,11,261250,30000000
71,1768534584,15,356294,30000000
72,1768534596,20,474926,30000000
73,1768534608,11,261304,30000000
74,1768534620,14,332552,30000000
75,1768534632,22,522588,30000000
76,1768534644,14,332618,30000000
77,1768534656,24,570050,30000000
78,1768534668,20,474992,30000000
79,1768534680,17,403790,30000000
80,1768534692,17,403768,30000000
81,1768534704,9,213764,30000000
82,1768534716,15,356240,30000000
83,1768534728,20,474994,30000000
84,1768534740,16,380124,30000000
85,1768534752,18,427542,30000000
86,1768534764,20,474980,30000000
87,1768534776,15,356304,30000000
88,1768534788,20,475026,30000000
89,1768534801,19,451194,30000000
90,1768534813,10,237562,30000000
91,1768534825,21,498822,30000000
92,1768534837,21,498888,30000000
93,1768534849,13,308776,30000000
94,1768534861,13,308786,30000000
95,1768534873,20,475014,30000000
96,1768534885,14,332520,30000000
97,1768534897,13,308800,30000000
98,1768534909,14,332596,30000000
99,1768534921,9,213754,30000000
100,1768534933,19,451272,30000000
101,1768534945,19,451306,30000000
